Images,Number,Task,Choices,Year,Level
[],11,"Тепловой двигатель за цикл получает от нагревателя количество теплоты, равное 3 кДж и отдает холодильнику количество теплоты, равное 2,4 кДж. КПД двигателя равен","['20%', '25%', '80%', '120%']",2002,A
"[""R0lGODlh0ACwAHcAMSH+GlNvZnR3YXJlOiBNaWNyb3NvZnQgT2ZmaWNlACH5BAEAAAAALAEABADMAKcAgwAAAAAAAAMDAwcGBgoICQwKCwsKCgkICAYFBQcGBwsJCgkHCAgHBwUEBP///wECAwT/EMhJq6Xh6s27/2AojmRpgkF2rmzrvrCWzrMwEN+M0nwf/8AgsKADGA6CAMJDAxFTlplBSK1aRUUJIZXg8ELZSfhKLl/H44ovB1W3zfD4Dx0QgJsAgkCAE7/9KhIKCUkCC3KIiUx/WwEMTIASBg1PGH8SWQcBOAoph4qgoQBFBZoBAzmRAAk4CKiqloFcmJeitmU9CAwKKJEEDTK1WQwBn2m3yFTHqbQzjxdpaQcDy8nWMNUdslBJwFHCfwoCwNnX5iflG9sZjV1ugbCNvOnn9XfwFAub6qrUAbyxvgVKkuEJPnsIRxgsAK0Ov2YMCxSaImEhBYMUCSoQVyuhR21r/ygkaHBQTLM2jVT0UOlDTwMcjT6Z2fdRUYElMmqS2PJKZxwDCABC8ymCZACGRM0E9ZL0gwKjMpuGKilVJEc7Vadm1XATADGaWxFRzboAh4EUPcPGGeuRqjcACFIgVQuHLcI0KWlEpUvGrr00AyjSwsoXV1O8byV8fVb4zOFLNACGbKwsKT3Kay13xAzK77XLnGcSBR26r0/SpR3rRJ26imdkrFtXrhlbdpDXtmrbBoJblO7dMXp33gw8c1vixUUn/D1iJR7bwhMxH3H2zc3oWbGvRS4kDBHg2utyvz2+dHhc5Xmn53y+7/rgPBowECy7vZXpJoroSSG0tX3X/+X3Rv8nASSWWoDoqPPeHH/gR5tWwQwXyBMGmneOgyVU9w8A120I3YUIkuCcAAn05585GCaHDYRuqPgZi7C4eEuILywoo2qw2XijazCOQuOOLPzYXEBAzpiMjkV2l6OQSZbApJNPNjlkZ81ImRuESFo5R25ZaukUSe7k5FuUWhrkyEOKPOclEAw80gia0nW5ZgeCOSRmmnLOmQNjUWBg0p+j+ImJoD4C6tyhiCaq6GSyEApPo4ZCOmgindCnhoSLZqqpcyoysNelcW4q6qhknqMATnDKMYMDrLbq6quwxirrrK2qWAAlEoQJqqo+BkDrr8AGy6qKcc3QR5+89irssszWWlz/AjzMtatYKTRrbbBzlurFqtd2G2u2mHorrqvg4lntuOOWG+q56HarLrXctnvtu/cJxK68zdK7nY/4zrumtoF+o2y/zOorXjMEL2vwTCz5mjC2/w530sPALozexBTTarF7gDic8bcR4xnLx7Ju3IJdDcZLsrNeAhxhLB6vPGzLs21rr8wsW8mkZx3RgLMDIccZzL0fn0SDDSZ+KPLQMWc8gUGCFHvsbi43tC3RDxM5WHJVC3x10wlr7WOFJy79Ndj4EnlqgZbWJ/EiKvcL8wwDSEv122zE3S6RBXyVdNk1NtcbDwSLnQLZB64ouOA+y2t4npbhjQXh6D6OuIUuYIek/3PiPi2FEdAK0HZVCBSrjeQiruRurzwgsIDdanHXdYtBHlow1yijXjups8+Yu9nYZCCqH1UW2istxb/RhvIsAXrf70K7h6iKsge5AuR62sxUgtf3nmT1wGev3un5new9kE/ATii14pOn5rSqnt++/Ni376Tu9hsGfKL5B4e6hhSgRv8UBwb4CIQCnRhg4Kj0DvgpsHwF3FIDHyhBZlQwRhTM3Gfql8GAHYmDGZSfBzHYwev16Hgl1GAyNDS6FE5pe9J7nwtfKJ0ZKgmGN7ThBZHFIx3u0IdbESEQf2icIaowTUZcYBKzs8QgNpGJDuzhEyHoPNNMkYpXPM36sviXE/9yERIM/GIEkSjGMZZxOWcUwlOU0MIhnU+IfCHQ4TJHP8qkCAQDOAAAOkEYE/rwCwHkQU/8IScCBIaOvEukIhfJyEVSICV2IwIC1AeGBugxjSCRIbTAUpE+mmBtacGkvTRQHVRJoCwuIJAoFdSBYtEHcTSYmikgczmPlA6EI1ijrsoQkwkQ4JIW0FBijBKAKQjgEZ34Wwc0Acwx2YQGfEIPYXAlg032gQBfUYE+lKDMDQDFEWzkkiLalAdceuArnIimGgj0CkpMJwUwMWfqFFEnT5KBnV7pZqCKtRFUvHMb4vSNOslglFOdrhEMGMA88sS8gIKiUohoxEvIZxSc/JNkeM4MhacS8QR7AkAffVCBKULKUIBmVBEGVQS0mukHOxABKeMg4TyRd1JE3AopuyxDJ9Q3EuG1gQGXBCQ69vGmUKRPEcWC5zW6QoZvEgMBbUSPDMmwyRlQkp5LMQMzV/mBrJ4gAgA7""]",12,"Какой из графиков, изображенных на рисунке соответствует процессу, проведенному при постоянной температуре газа?","['А', 'Б', 'В', 'Г']",2002,A
[],13,"При испарении жидкость остывает. Молекулярно-кинетическая теория объясняет это тем, что чаще всего жидкость покидают молекулы, кинетическая энергия которых","['равна средней кинетической энергии молекул жидкости', 'превышает среднюю кинетическую энергию молекул жидкости', 'меньше средней кинетической энергии молекул жидкости', 'равна суммарной кинетической энергии молекул жидкости']",2002,A
[],14,Температура кристаллического тела при плавлении не изменяется. Внутренняя энергия вещества  при плавлении,"['увеличивается', 'не изменяется', 'уменьшается', 'может увеличиваться или уменьшаться в зависимости от кристаллической структуры тела']",2002,A
[],15,"При трении пластмассовой линейки о шерсть линейка заряжается отрицательно. Это объясняется тем, что","['электроны переходят с линейки на шерсть', 'протоны переходят с линейки на шерсть', 'электроны переходят с шерсти на линейку', 'протоны переходят с шерсти на линейку']",2002,A
"[""R0lGODlhRgA9AHcAMSH+GlNvZnR3YXJlOiBNaWNyb3NvZnQgT2ZmaWNlACH5BAEAAAAALAEAAQBCADsAgwAAAAAAAAgHBwMDAwoICQkHCAYFBQsKCgkICAUEBAcGBgsJCgcGBwwKC////wECAwT/EMhJa6g46837vl4ojhxInqhnUsIwEMWakoGM2cZwAEg9owGHQ1YrGms9wsT3GwWFw08lsWI2Q0+hbWmpbq+a51dC9IKdY3JFEVCS0+eTbBEYLAAxeLxJoDIaVnuCN3qDV4GGgwc1O4mGRo6RkpOUlZaXmJmam5ydnpQEBjUGCJ8dDQYGdwALBgmNnYgSORgJCZ6QFAQBBRi7pZtHK2yrFIAGnMIUsm/JR8tfzJa5E6INGQHIsTZJvgHAplO3U9rhFQepq60GsOYVCKLZ4O709fb3+Pn6+/z9/iwuYBTaU4REjh09Bp7JMrBbs0pZtISgAm0aFIlvhFEDIO3RxSgqJcxYxOiBjRuOChd2xEDHDp6V4foE+AOzXk16N80tCtBO38ZIEQAAOw==""]",16,"Какое направление имеет вектор напряженности электрического поля, созданного двумя одинаковыми разноименными зарядами в точке О (см.рис)?","['влево', 'вправо', 'вверх', 'вниз']",2002,A
[],17,В каких из перечисленных ниже технических устройствах использованы достижения в области физики полупроводников? А. солнечная батарея Б. компьютер В. радиоприемники,"['только в А', 'только в Б', 'только в В', 'и в А, и в Б, и в В']",2002,A
"[""R0lGODlhngCqAHcAMSH+GlNvZnR3YXJlOiBNaWNyb3NvZnQgT2ZmaWNlACH5BAEAAAAALAIAAACcAKoAgwAAAAAAAAYFBQsJCggHBwMDAwkICAoICQwKCwECAwECAwECAwECAwECAwECAwECAwT/EMgpA704Y6u75154gWJJll94ot3KZu47yird1rYW57vd07/XLyjM6Yww5EZJGTKbzwmRNUVVRc4o4IrVbr3clDgaHj/LNzJOrUUf23DzJ+hOxtnntSmwqy/veXhvMnwrfjOATIdSNYWOj5CPUIlKi4yCdkCGYJyURllCMZYVnZhIoHtylaWBrYMqdKyKsqd6s56ftLmqtbg8ur9jkAIDhMDBprtpW5HFVMc+0MbCJAQBAkW+0drTy3wjV6Nf3N233icBBdnJyq6r1BTWBuvu7+zb548E5eb1vf6TmD0iRq+fQXsHETGjcKBAAGcmpPFDSPHPQgoDrj0jV1BKmFGg/76B23gPn0A0INeInIAgHUmAPBwlRDZoJQAEAgLssyJxj82ZJjNFSofgJbihSJMqXcq0qVOZFms+KkCgqNGjT7Nq3coVqsJXQE92HUu2bKFMYCs2ORux0jdx4dh+RRvWq61TctW2yHtpGcyTPOPwBRLqJyle7TYMTvuvguHAVhajqruYrt7Hd+c8nqzXMeaoYQlTkZw5MVbIf0VH3lyapuLPczsHhcUasevTbUuq9umCc+PXU+D29FjbL2XYAVNP1Ny79ey1yPsq78jccuzfuLtwvFodtHfs0IMPR42FtO3nxMVvJ0+7+fnd4zyT6DM+N2/ryQ3Oz0t/vf3yxTFmGv8IXvUgnH92SYffbQTKZWB92q3mnnEVNSiSb6aBt1eACz7HAVQY3qahDuZRCN6HZ8XiX4T3fZffZYCpqNtyG04ooIhfSMJiaDSSyKGLOFqgo3PwyQZch/HBBMl/RvYIQ4k3oicWeyNK+eSP12Uon3ozUlcjkgf6yOV03H0J5GElJWiiljiKCSY0akZZZJVHnpnkcWPy6KWbdoZ5ZZ5N7vnnm9rEiaSTc5qZpYKyGWonopCGR2ialT0qaKJ8LormX45qiqmVdXrqZ6hERlpmpi966mSnqbIJKlabvLdqpapeaqpYsa7ZJmBM0nmrJOiUKiirjPpqKykyBSvrsLS2uuv/p1AkKyqczRbrKrSMgOjspnhSeW2kKF647Z2NVsttoKdOoq217FpJ7LnGpotmge2SW+W79n5rq4UE1ltHV94+i+h+Nn0obI1PyXtrr8nZZfCyCDul8LETpzepD1tVHPCrkvYJ4cEbY9vxtCuCzLDAI487KrohLxxnvzHGKGSK8uUorbQxa5vszG95hmyKPAvps81vBb0QW0YX3TOvunKs8clO1+xxyRC3TLHUJHf59I4sM63yJ1xtbTLX3WWtScZWi1211/6CjTbUIj/98tit4ZsvynJDeeiedq8cL9Zf+9L3x2vPvTbZgNN9uMmGN43p4FQ7nl3g90CuddqJwztu/4+Wk4k525rXy7m5oUcN9+RtC0763aYjjmrqla/ut74WTx17dKJffXrKsCspO+GS814664//HrmcqA8/O+jBq9185sT7SfB8i1f/PPMhmjT9tsub3jjyBfHbu555Y7l5+LVHDzz46VPujvjEx6+764PaXk+4D1vP/uff730V/vLrXtygl705JW13ztsf9hRnoqAB6m8IJCADGePAz9FvgAvUH36WFMEOXjB56sPFkD44P8bpzVJlGuEE/ce/E9bqVJ0jXwvNlzsYGu9yHewfCgMWw66RsH3j60wPIfhDCWoQSEOk3QxtxMKTJRFvS7wYUJ7YOhPScHijwx0WS1g4F/+ez4ZalF8Cm6jDF/Lwhp7LoRdreMYwCtBla9wiGKvwRt2V8YttpOP6yBhHMeZxjDtU4xX96EQ0ylCQTAyk66hYHjwiUopCNCTGVvdI+01RkngJYxcHuTxGdsNugbwjGwtpllKaUiuQHNEpV8lKpaSSTa2MpSw5KZFZ2tIscqojIGcAyiYSSZcW1MzxLOnDFfoMmBdEZhGf5Mhl/nKPijSmGZMJzWk6U5pBJCI2R3lNxylzm3IMpjer2UxwEvKZw4zmEa35nm+us5zv1FwkMtlLWP2LgzFRISHwmR5N/smfwPEDPydJyX8aQp/7rCes3KLQ8ADUngEVKEIL81CHSrRYof08aEH/qQiM9rOjGw1o/Ri6iJCSym0lrYxHgZjPM5gUhGcTRUVfQ4aZHqWmllCpTaGD0566NKef2ela0jnUmrbhQUSF5/W62TR3LtWc3XOqApk6VRxEAAA7""]",18,"В однородном магнитном поле находится рамка, по которой начинает течь ток (см. рис.). Сила, действующая на верхнюю сторону рамки, направлена","['вниз', 'вверх', 'из плоскости листа на нас', 'в плоскость листа от нас']",2002,А
[],19,"В  металлическое кольцо в течение первых двух секунд  вдвигают магнит, в течение следующих двух  секунд магнит оставляют неподвижным внутри кольца, в течение последующих двух  секунд его вынимают из кольца. В какие промежутки времени в катушке течет ток?","['0–6 с', '0–2 с и  4–6 с', '2–4 с', 'только  0–2 с']",2002,A
[],20,"Радиостанция  работает на частоте 0,75 . 10 8 Гц. Какова длина волны, излучаемой  антенной радиостанции? (Скорость распространения электромагнитных волн 300 000  км/с.)","['2,25 м', '4 м', '2,25.10–3  м', '4.10–3 м']",2002,A
"[""R0lGODlhlAG6AHcAMSH+GlNvZnR3YXJlOiBNaWNyb3NvZnQgT2ZmaWNlACH5BAEAAAAALAoAAQCDAbQAhQAAAAAAAAoICQUEBAkHCAwKCwMDAwkICAsJCgcGBwcGBgYFBQsKCggHB3x8fIODg4uLi5aWlpycnJKSkoiIiICAgKKiorCwsLu7u7W1tampqd/f38nJydbW1tra2tDQ0MPDw+Dg4Onp6e/v7/X19fr6+vz8/P7+/vv7+/j4+PPz8+3t7eXl5f///wECAwECAwECAwECAwECAwECAwECAwECAwECAwECAwECAwECAwECAwECAwECAwECAwECAwECAwb/QIBwSCwaj8ikcslsIgMBp3RKrVqv2Kx2y+16v+DwEhoVm8/otPpLXrvfa3IZTq/b71Q5fs9nyud9gYKDXn+Eh3dQAG2IjY6PRG2KkJRhk4yVmZp0jJObn1WemKCkpVuYnqaqRqmjq6+wR6Opsaa0tLW5q664upq3vb7CmbyAw8TGi8HHzIeuys3IssvR1XjP0NaOwdja3nDd1N92y93j52bm4uhu1Obs8KfuyfFv4uv1+VLv2fr29JHw+Rs4DeAQfgS7rEOYsKEygwcFOrSCj+FEfwwlXpwi0OLGeBY1fvQDsYjHkec8ikT5pKTJlSyrnYQZM2IemjWHneyXk6NL/1Y/e8pciZMl0aJCY+18mNQJzKVNa0GFajQoUKtRc1FFuhEn1ay2vGKtWfQrWFBmuTpEavbsL7ZjUXJV6xZSW55n59Kt2+juXYJq//JF9FewPrqGBwsSnBhk3CSNFe8xHBndXqaSYSW+DI9z5czgPD9OyBkvaLSlS49Trfp0HNajMcZW8tk1msq1h6ZrbXv3bNq8o/HO3ZvN8ODMghMvziX3cmHInzPHQhy5zt9NpE8PZd26L+/et3PHnp28N/Dhxe9Db97aJAEDAgwgUKC9EO3qSdoHvj95FAFQCAAAgP3hlx9k6RkYFgAGeHJAf5gdeE16EbbzB4UURUEGAgf5Jv/hhBDyF9qFlChCABQGCJiGgh9WaGGIBRliVxkPQjEAh7fB2CKCOiL4D4kzDlFAAmQksGKPO76EZEsvyviIIgEUIAQCDQaggIvNYfghi1iKcaGWNy2iIgAIdAIhl+qhudyXS2YB5QABwWmaQmCmWed90X1ZooYBLCBljTge1+aWd+KpI5t7LoIAAkQGkACOcxZSaHFoRgQjokGO0eOkvWV0JJughirqqBe2YOqpqKaq6qqokuTqkUmewY+TXpJq6622sqrrrqm+CpwanLr2jp6+BeDAscgmq+yyzDbr7LJQ8Cqtrr62lGesHlq7wbafyfHAt+CGK+645JZr7rjRTqv/bquaLjZofuFAse28uJEBwb345qvvvvz26+++6a67rn7vMomtJdwEMO/CsEERwcMQRyzxxBRXbPHEAQs8LcGFBnsaNvIuzHCBZFhg8skop6zyyiy3rHLGGvPKMZcegwaywiLTSzIUF/Ts889ABy300EQHjevRSNNq6W4HI0xPyDlv0JgcGFRt9dVYZ6311lxnDXPM1GoK5Es6I9w0GM9AHfXYWsjBwdtwxy333HTXbffcX4O96sxPrI12weKljfPaxLZNRgeIJ6744ow37vjjjOetd69iA3ShyPbVnJngUUsdssJ+kRHC6KSXbvrpqKeu+umST35qtUr+gbmkZxuX/4zaOg+Oc1tyiOD778AHL/zwxBcvfOuutwB7QJfPnmXtkt4++MgMl+0mGSNkr/323Hfv/ffgd4+868sb2jzDdEJPp/Q54z59WWSQIP/89Ndv//3452//+JOXb74c7Uuf+uTBPsy9z4DXg0IJFsjABjrwgRCMoAQfyD+9+Q9UfpPHAAkIlPYdcGQJDIAJRkjCEprwhChMoQpPWEGwXdBzAMyg4TZouALqDHMepA4ZTsDDHvrwh0AMohCHCMQWxuyFnQugBmmoQxtyC3T0yuEV5EDEKlrxij80osaQmET0LZGJGXIiDD8nxTAGAAVoTKMa18jGNrrxjWzUosC42EVuPf8PjGHs4MigNr0nNjEAKQikIAdJyEIa8pCILKQcB9YuWXTxfXfE403E6L4yjicAKsikJjfJyU568pOg7OQi1UXHPZJBapGU5HpsGENuEe6PK4ilLGdJy1ra8pa4rOUoN9ZIRxqQbddT5SRj5DkcWnKSAWCBMpfJzGY685nQjKYzdykt/y3Cg8DUoTB98rT3fRCBUySDB8ZJznKa85zoTKc6z0lNmfWSFb/MZji3ucrYUc+VrwwnFD7Az376858ADahABwrQdu7Kmtc0pR5SSU8R4SkiN8TnMbkZABBY9KIYzahGN8rRjmrUoGH7FW0UyhjAbUcSxjhlMSUKTjNm4KX/MI2pTGdK05radKYgZRXBRpo7yph0Ogu9ykr7CEJ9BkADSE2qUpfK1KY69alMzeneKlcO3ZGsoeWBiOyIWlQzSuCrYA2rWMdK1rKadaxSVdXMqpoM+MiHPo/R3GCUdhWV5tOoE8irXvfK17769a+A7WvSBns0KRBIQATKEFYNlhHctdSMFIisZCdL2cpa9rKYrWxaKccfui6hSkN4kGIXGxDmOYWr1jNqBVbL2ta69rWwja1sX7tZdnX2KVCAVFx/2hMGGOCdhlpP5+BC2OKOKnkh5VFsThSAFAWThg0IwJheYq1VYrOGxs3ul5CrU+BaoUbygVSYaDgAA8iptDzi/+Yev8gH7lbTu1YYUpFGO8ADCOBEY1qISDA1w0C4150ipY6UyFSlK4WEtzWBU33Oe9q4yJO++WDLmMoEpcZuUAANEIICAiBe/bhrIGxhsI3KUBEEs2TDcrhSPQMh18n8Bgp+AgCgbILQHTFgAUSIDwNW3IcWT6hti2rUoyJxWvUVYAHTPRGOG/xh2dxmPeojg4rBG5RKofcwl/IJaR3aYxMTQlA/8TFfrExjLBcrzF4WlsfETI40R2rLXWoziN3MZreQ+aFOZrGbbbbmPXe5yXC+CqAjTGc/S+bOb05JoQNdkEHXo8+MFrSe5+zoSCO6zpxYdKRNO+k8/3nTS+u0mf9FDepLG9rFlWa0qSlN6k2v2tN8wDRYXn0wWWeF1oROs61vrWnZeHnXvG51rmN96s39utjERjCwZ23iZf/ox6CeBqrXUidnMxva1Dapta8t54uAadvcznRXtATuYNeh3C8Sd7QD/I+R4Afd5m63uxOEbEq9C97PbvBu110eectFIlAY8Hj5Dd8xEIBIBshwv2MiDgSgWA5DhjLBa8yKBewYAQNYcsEnYo4HJUBKiihAdKe78YmH2ikCLxPJpU2WYDSozM2VuMm5HAoVs7sq9Hg5nhfx2yLPvOQx0q9QngGgBoA8CiKXrsx/7iMIG6wnz2BUlVAUcZ8z/eZNqI/Gmz7/9KrO8+pAB8COQ6v0sI+7m7gFe40VoCIBGGDrXE9KaupNqCUQoEEDOIDV5S4atXvYOMzOHN0JJfi87AXfHyu84c2D+MTTzs6BGfyOECP5T4TO71pmr+E1j3mze57hcOk8j78+ZviJfvTcObRYTo/6zCtmK5XHFuz5vG/WL931qndw7Gtdez6n3va437uxBw584VM88MEvvtiSn/vbK3/5xjd2lXdfuwMzx8LP5+bC7e2Sxtf9+KUvife/j3Xb3IP6Azx/4OaR/TzG/fpeb/943g9/y6F/g/E60M3kr0+WwwsX4xcrgkN41MV//Xdl+pdS9wdGwDB5gBCAvIeACTgHMBAoe6KwgNdBYhjIgJewgdBRYQbIQRWoCp4VgsjkgRmIghw4grvAgk2DaKRhgpISBAA7""]",21,"Если  осветить красным светом лазерной указки два близких отверстия S 1 и S 2 , проколотые тонкой иглой в  фольге, то за ней на экране наблюдаются два пятна. По мере удаления экрана Э  они увеличиваются в размере, пятна начинают перекрываться и возникает чередование  красных и темных полос. ","['середина красной полосы', 'середина темной полосы', 'переход от темной к красной полосе', 'нельзя дать однозначный ответ']",2002,A
[],22,Масса Солнца уменьшается за счет испускания,"['только заряженных частиц', 'только незаряженных частиц', 'только электромагнитных волн различного диапазона', 'частиц и электромагнитных волн']",2002,A
[],23,"Из перечисленных ниже факторов выберите те, от которых зависит кинетическая энергия электронов, вылетевших с поверхности металлической пластины при ее освещении светом лампы. А. Интенсивность падающего света. Б. Частота падающего света. В. Работа выхода электрона из металла.","['только А', 'только Б', 'Б и В', 'А, Б, В']",2002,A
